original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name,aligned_reason,update_reason,number_of_collapsed_taxa
Proteaceae,Proteaceae sp. [Proteaceae],NA,Proteaceae sp. [Proteaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Prunus,Prunus sp. [Prunus],NA,Prunus sp. [Prunus],Prunus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Psoralea patens,Psoralea patens,Cullen patens,Cullen patens [alternative possible names: Cullen australasicum (pro parte misapplied) | Cullen australasicum (misapplied)],Cullen,species,APC,accepted,Cullen patens (Lindl.) J.W.Grimes,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),nomenclatural synonym,1
Psydrax odorata,Psydrax odorata,Psydrax odorata,Psydrax odorata,Psydrax,species,APC,accepted,Psydrax odorata (G.Forst.) A.C.Sm. & S.P.Darwin,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pterophylla racemosa,Petrophylla sp. [Pterophylla racemosa],NA,Petrophylla sp. [Pterophylla racemosa],Petrophile,genus,APC,genus accepted,NA,Fuzzy match of the first word of the taxon name to an APC-known genus (2023-09-15),NA,NA
Ptilotus,Ptilotus sp. [Ptilotus],NA,Ptilotus sp. [Ptilotus],Ptilotus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Pultenaea,Pultenaea sp. [Pultenaea],NA,Pultenaea sp. [Pultenaea],Pultenaea,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Pultenaea acerosa,Pultenaea acerosa,Pultenaea acerosa,Pultenaea acerosa,Pultenaea,species,APC,accepted,Pultenaea acerosa R.Br. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea blakelyi,Pultenaea blakelyi,Pultenaea blakelyi,Pultenaea blakelyi,Pultenaea,species,APC,accepted,Pultenaea blakelyi Joy Thomps.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea daphnoides,Pultenaea daphnoides,Pultenaea daphnoides,Pultenaea daphnoides,Pultenaea,species,APC,accepted,Pultenaea daphnoides J.C.Wendl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea elliptica,Pultenaea elliptica,Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea,species,APC,accepted,Pultenaea tuberculata Pers.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Pultenaea ferruginea,Pultenaea ferruginea,Pultenaea ferruginea,Pultenaea ferruginea,Pultenaea,species,APC,accepted,Pultenaea ferruginea Rudge,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea flexilis,Pultenaea flexilis,Pultenaea flexilis,Pultenaea flexilis,Pultenaea,species,APC,accepted,Pultenaea flexilis Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea glabra,Pultenaea glabra,Pultenaea glabra,Pultenaea glabra,Pultenaea,species,APC,accepted,Pultenaea glabra Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea largiflorens,Pultenaea largiflorens,Pultenaea largiflorens,Pultenaea largiflorens,Pultenaea,species,APC,accepted,Pultenaea largiflorens F.Muell. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea microphylla,Pultenaea microphylla,Pultenaea microphylla,Pultenaea microphylla,Pultenaea,species,APC,accepted,Pultenaea microphylla Sieber ex DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea stipularis,Pultenaea stipularis,Pultenaea stipularis,Pultenaea stipularis,Pultenaea,species,APC,accepted,Pultenaea stipularis Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea subternata,Pultenaea subternata,Pultenaea subternata,Pultenaea subternata,Pultenaea,species,APC,accepted,Pultenaea subternata H.B.Will.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea tenella,Pultenaea tenella,Pultenaea tenella,Pultenaea tenella,Pultenaea,species,APC,accepted,Pultenaea tenella Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea,species,APC,accepted,Pultenaea tuberculata Pers.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Pultenaea villosa,Pultenaea villosa,Pultenaea villosa,Pultenaea villosa,Pultenaea,species,APC,accepted,Pultenaea villosa Willd.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Ranunculus victoriensis,Ranunculus victoriensis,Ranunculus victoriensis,Ranunculus victoriensis,Ranunculus,species,APC,accepted,Ranunculus victoriensis B.G.Briggs,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rapanea variabilis,Rapanea variabilis,Myrsine variabilis,Myrsine variabilis,Myrsine,species,APC,accepted,Myrsine variabilis R.Br.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),nomenclatural synonym,NA
Rapistrum rugosum,Rapistrum rugosum,Rapistrum rugosum,Rapistrum rugosum,Rapistrum,species,APC,accepted,Rapistrum rugosum (L.) All.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rhadinothamnus anceps,Rhadinothamnus anceps,Rhadinothamnus anceps,Rhadinothamnus anceps,Rhadinothamnus,species,APC,accepted,Rhadinothamnus anceps (DC.) Paul G.Wilson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rhodanthe anthemoides,Rhodanthe anthemoides,Rhodanthe anthemoides,Rhodanthe anthemoides,Rhodanthe,species,APC,accepted,Rhodanthe anthemoides (Sieber ex Spreng.) Paul G.Wilson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rhodanthe charsleyae,Rhodanthe charsleyae,Rhodanthe charsleyae,Rhodanthe charsleyae,Rhodanthe,species,APC,accepted,Rhodanthe charsleyae (F.Muell.) Paul G.Wilson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rhodomyrtus,Rhodomyrtus sp. [Rhodomyrtus],NA,Rhodomyrtus sp. [Rhodomyrtus],Rhodomyrtus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Rhodomyrtus psidioides,Rhodomyrtus psidioides,Rhodomyrtus psidioides,Rhodomyrtus psidioides,Rhodomyrtus,species,APC,accepted,Rhodomyrtus psidioides (G.Don) Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Richea continentis,Richea continentis,Richea continentis,Richea continentis,Richea,species,APC,accepted,Richea continentis B.L.Burtt,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rubus,Rubus sp. [Rubus],NA,Rubus sp. [Rubus],Rubus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Rubus fruticosus,Rubus fruticosus,Rubus anglocandicans,Rubus anglocandicans [alternative possible names: Rubus erythrops (pro parte misapplied) | Rubus laciniatus (pro parte misapplied) | Rubus leucostachys (pro parte misapplied) | Rubus phaeocarpus (pro parte misapplied) | Rubus riddelsdellii (pro parte misapplied) | Rubus rubritinctus (pro parte misapplied) | Rubus ulmifolius var. ulmifolius (pro parte misapplied) | Rubus anglocandicans (misapplied) | Rubus laudatus (misapplied)],Rubus,species,APC,accepted,Rubus anglocandicans A.Newton,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),pro parte misapplied,1
Rubus hillii,Rubus hillii,Rubus moluccanus var. moluccanus,Rubus moluccanus var. moluccanus,Rubus,species,APC,accepted,Rubus moluccanus L. var. moluccanus,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Rubus moorei,Rubus moorei,Rubus moorei,Rubus moorei,Rubus,species,APC,accepted,Rubus moorei F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rubus parvifolius,Rubus parvifolius,Rubus parvifolius,Rubus parvifolius,Rubus,species,APC,accepted,Rubus parvifolius L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rubus rosifolius,Rubus rosifolius,Rubus rosifolius,Rubus rosifolius,Rubus,species,APC,accepted,Rubus rosifolius Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Rutaceae,Rutaceae sp. [Rutaceae],NA,Rutaceae sp. [Rutaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Salpichroa,Salpichroa sp. [Salpichroa],NA,Salpichroa sp. [Salpichroa],Salpichroa,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Samanea,Samanea sp. [Samanea],NA,Samanea sp. [Samanea],Samanea,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Sannantha virgata,Sannantha virgata,NA,Sannantha virgata,Sannantha,species,APC,excluded,NA,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),excluded,NA
Santalum acuminatum,Santalum acuminatum,Santalum acuminatum,Santalum acuminatum,Santalum,species,APC,accepted,Santalum acuminatum (R.Br.) A.DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Sapindaceae,Sapindaceae sp. [Sapindaceae],NA,Sapindaceae sp. [Sapindaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Sarcochilus moorei,Sarcochilus moorei,NA,Thrixspermum moorei,Thrixspermum,species,APC,taxonomic synonym,NA,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Sarcopteryx reticulata,Sarcopteryx reticulata,Sarcopteryx reticulata,Sarcopteryx reticulata,Sarcopteryx,species,APC,accepted,Sarcopteryx reticulata S.T.Reynolds,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Scaevola,Scaevola sp. [Scaevola],NA,Scaevola sp. [Scaevola],Scaevola,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Scaevola spinescens,Scaevola spinescens,Scaevola spinescens,Scaevola spinescens,Scaevola,species,APC,accepted,Scaevola spinescens R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Schizomeria ovata,Schizomeria ovata,Schizomeria ovata,Schizomeria ovata,Schizomeria,species,APC,accepted,Schizomeria ovata D.Don,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Schoenia cassiniana,Schoenia cassiniana,Schoenia cassiniana,Schoenia cassiniana,Schoenia,species,APC,accepted,Schoenia cassiniana (Gaudich.) Steetz,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Scholtzia,Scholtzia sp. [Scholtzia],NA,Scholtzia sp. [Scholtzia],Scholtzia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Scleria,Scleria sp. [Scleria],NA,Scleria sp. [Scleria],Scleria,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Scolopia braunii,Scolopia braunii,Scolopia braunii,Scolopia braunii,Scolopia,species,APC,accepted,Scolopia braunii (Klotzsch) Sleumer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Senecio gunnii,Senecio gunnii,Senecio gunnii,Senecio gunnii,Senecio,species,APC,accepted,Senecio gunnii (Hook.f.) Belcher,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Senecio lautus,Senecio lautus,Senecio depressicola,Senecio depressicola [alternative possible names: Senecio eremicola (pro parte misapplied) | Senecio lacustrinus (pro parte misapplied) | Senecio pinnatifolius (pro parte misapplied) | Senecio pinnatifolius var. lanceolatus (pro parte misapplied) | Senecio pinnatifolius var. maritimus (pro parte misapplied) | Senecio spanomerus (pro parte misapplied) | Senecio spathulatus (pro parte misapplied) | Senecio australis (misapplied) | Senecio pinnatifolius (misapplied)],Senecio,species,APC,accepted,Senecio depressicola I.Thomps.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),pro parte misapplied,1
Senecio pectinatus,Senecio pectinatus,Senecio pectinatus,Senecio pectinatus,Senecio,species,APC,accepted,Senecio pectinatus DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Senecio pinnatifolius,Senecio pinnatifolius,Senecio pinnatifolius,Senecio pinnatifolius [alternative possible names: Senecio spanomerus (doubtful pro parte taxonomic synonym) | Senecio depressicola (pro parte misapplied) | Senecio eremicola (pro parte misapplied) | Senecio lacustrinus (pro parte misapplied)],Senecio,species,APC,accepted,Senecio pinnatifolius A.Rich.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Senecio pinnatifolius var. pleiocephalus,Senecio pinnatifolius var. pleiocephalus,Senecio pinnatifolius var. alpinus,Senecio pinnatifolius var. alpinus,Senecio,variety,APC,accepted,Senecio pinnatifolius var. alpinus (Ali) I.Thomps.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Senna,Senna sp. [Senna],NA,Senna sp. [Senna],Senna,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Senna glutinosa subsp. charlesiana,Senna glutinosa subsp. charlesiana,Senna charlesiana,Senna charlesiana,Senna,subspecies,APC,accepted,Senna charlesiana (Symon) Randell,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),nomenclatural synonym,NA
Sida cordifolia,Sida cordifolia,Sida cordifolia,Sida cordifolia,Sida,species,APC,accepted,Sida cordifolia L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Sloanea woollsii,Sloanea woollsii,Sloanea woollsii,Sloanea woollsii,Sloanea,species,APC,accepted,Sloanea woollsii F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum,Solanum sp. [Solanum],NA,Solanum sp. [Solanum],Solanum,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Solanum beaugleholei,Solanum beaugleholei,Solanum beaugleholei,Solanum beaugleholei,Solanum,species,APC,accepted,Solanum beaugleholei Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum centrale,Solanum centrale,Solanum centrale,Solanum centrale,Solanum,species,APC,accepted,Solanum centrale J.M.Black,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum cinereum,Solanum cinereum,Solanum cinereum,Solanum cinereum,Solanum,species,APC,accepted,Solanum cinereum R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum cunninghamii,Solanum cunninghamii,Solanum cunninghamii,Solanum cunninghamii,Solanum,species,APC,accepted,Solanum cunninghamii Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum dioicum,Solanum dioicum,Solanum dioicum,Solanum dioicum,Solanum,species,APC,accepted,Solanum dioicum W.Fitzg.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum diversiflorum,Solanum diversiflorum,Solanum diversiflorum,Solanum diversiflorum,Solanum,species,APC,accepted,Solanum diversiflorum F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum eburneum,Solanum eburneum,Solanum eburneum,Solanum eburneum,Solanum,species,APC,accepted,Solanum eburneum Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum ellipticum,Solanum ellipticum,Solanum ellipticum,Solanum ellipticum [alternative possible names: Solanum callosum (pro parte misapplied) | Solanum lithophilum (pro parte misapplied)],Solanum,species,APC,accepted,Solanum ellipticum R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Solanum esuriale,Solanum esuriale,Solanum esuriale,Solanum esuriale,Solanum,species,APC,accepted,Solanum esuriale Lindl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum furfuraceum,Solanum furfuraceum,Solanum furfuraceum,Solanum furfuraceum [alternative possible names: Solanum rixosum (pro parte misapplied)],Solanum,species,APC,accepted,Solanum furfuraceum R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Solanum hoplopetalum,Solanum hoplopetalum,Solanum hoplopetalum,Solanum hoplopetalum,Solanum,species,APC,accepted,Solanum hoplopetalum Bitter & Summerh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum lasiophyllum,Solanum lasiophyllum,Solanum lasiophyllum,Solanum lasiophyllum,Solanum,species,APC,accepted,Solanum lasiophyllum Dunal ex Poir.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum leopoldense,Solanum leopoldense,Solanum leopoldense,Solanum leopoldense,Solanum,species,APC,accepted,Solanum leopoldense Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum lucani,Solanum lucani,Solanum lucani,Solanum lucani,Solanum,species,APC,accepted,Solanum lucani F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum mauritianum,Solanum mauritianum,Solanum mauritianum,Solanum mauritianum,Solanum,species,APC,accepted,Solanum mauritianum Scop.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum melongena,Solanum melongena,Solanum melongena,Solanum melongena,Solanum,species,APC,accepted,Solanum melongena L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum nummularium,Solanum nummularium,Solanum nummularium,Solanum nummularium,Solanum,species,APC,accepted,Solanum nummularium S.Moore,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum parvifolium,Solanum parvifolium,Solanum parvifolium,Solanum parvifolium,Solanum,species,APC,accepted,Solanum parvifolium R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum petrophilum,Solanum petrophilum,Solanum petrophilum,Solanum petrophilum [alternative possible names: Solanum eardleyae (pro parte misapplied) | Solanum lobatum (pro parte misapplied) | Solanum osteocarpum (pro parte misapplied) | Solanum pallidifolium (pro parte misapplied) | Solanum osteocarpum (misapplied) | Solanum pallidifolium (misapplied)],Solanum,species,APC,accepted,Solanum petrophilum F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Solanum quadriloculatum,Solanum quadriloculatum,Solanum quadriloculatum,Solanum quadriloculatum,Solanum,species,APC,accepted,Solanum quadriloculatum F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum sturtianum,Solanum sturtianum,Solanum sturtianum,Solanum sturtianum,Solanum,species,APC,accepted,Solanum sturtianum F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum tuberosum,Solanum tuberosum,Solanum tuberosum,Solanum tuberosum,Solanum,species,APC,accepted,Solanum tuberosum L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum tudununggae,Solanum tudununggae,Solanum tudununggae,Solanum tudununggae,Solanum,species,APC,accepted,Solanum tudununggae Symon,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Solanum verbasifolium,Solanum verbascifolium,Solanum erianthum,Solanum erianthum,Solanum,species,APC,accepted,Solanum erianthum D.Don,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),misapplied,NA
Stachys,Stachys sp. [Stachys],NA,Stachys sp. [Stachys],Stachys,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Stackhousia pulvinaris,Stackhousia pulvinaris,Stackhousia pulvinaris,Stackhousia pulvinaris,Stackhousia,species,APC,accepted,Stackhousia pulvinaris F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stemodia florulenta,Stemodia florulenta,Stemodia florulenta,Stemodia florulenta,Stemodia,species,APC,accepted,Stemodia florulenta W.R.Barker,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stemodia grossa,Stemodia grossa,Stemodia grossa,Stemodia grossa,Stemodia,species,APC,accepted,Stemodia grossa Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stenocarpus sinuatus,Stenocarpus sinuatus,Stenocarpus sinuatus,Stenocarpus sinuatus,Stenocarpus,species,APC,accepted,Stenocarpus sinuatus Endl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Sterculia,Sterculia sp. [Sterculia],NA,Sterculia sp. [Sterculia],Sterculia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Stipa,Stipa sp. [Stipa],NA,Stipa sp. [Stipa],NA,NA,APNI,unknown,NA,Exact match of the first word of the taxon name to an APNI-listed genus (2023-09-15),NA,NA
Stipa setacea,Stipa setacea,Austrostipa setacea,Austrostipa setacea,Austrostipa,species,APC,accepted,Austrostipa setacea (R.Br.) S.W.L.Jacobs & J.Everett,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),nomenclatural synonym,NA
Stylidiaceae,Stylidiaceae sp. [Stylidiaceae],NA,Stylidiaceae sp. [Stylidiaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Stylidium,Stylidium sp. [Stylidium],NA,Stylidium sp. [Stylidium],Stylidium,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Stylidium armeria,Stylidium armeria,Stylidium armeria,Stylidium armeria,Stylidium,species,APC,accepted,Stylidium armeria (Labill.) Labill.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stylidium bulbiferum,Stylidium bulbiferum,Stylidium bulbiferum,Stylidium bulbiferum,Stylidium,species,APC,accepted,Stylidium bulbiferum Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stylidium divaricatum,Stylidium divaricatum,Stylidium divaricatum,Stylidium divaricatum,Stylidium,species,APC,accepted,Stylidium divaricatum Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stylidium graminifolium,Stylidium graminifolium,Stylidium graminifolium,Stylidium graminifolium [alternative possible names: Stylidium armeria (pro parte misapplied) | Stylidium montanum (pro parte misapplied) | Stylidium armeria (misapplied) | Stylidium montanum (misapplied)],Stylidium,species,APC,accepted,Stylidium graminifolium Sw.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Stylidium hesperium,Stylidium hesperium,Stylidium hesperium,Stylidium hesperium,Stylidium,species,APC,accepted,Stylidium hesperium Wege,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stylidium rigidulum,Stylidium rigidulum,Stylidium rigidulum,Stylidium rigidulum,Stylidium,species,APC,accepted,Stylidium rigidulum Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Stypandra glauca,Stypandra glauca,Stypandra glauca,Stypandra glauca,Stypandra,species,APC,accepted,Stypandra glauca R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Styphelia,Styphelia sp. [Styphelia],NA,Styphelia sp. [Styphelia],Styphelia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Swainsona,Swainsona sp. [Swainsona],NA,Swainsona sp. [Swainsona],Swainsona,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Swainsona galegifolia,Swainsona galegifolia,Swainsona galegifolia,Swainsona galegifolia,Swainsona,species,APC,accepted,Swainsona galegifolia (Andrews) R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syncarpia,Syncarpia sp. [Syncarpia],NA,Syncarpia sp. [Syncarpia],Syncarpia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Syncarpia glomulifera,Syncarpia glomulifera,Syncarpia glomulifera,Syncarpia glomulifera,Syncarpia,species,APC,accepted,Syncarpia glomulifera (Sm.) Nied.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
